Headline,Body ID,Stance
Who Should Play Steve Jobs Now That Christian Bale Quit?,1131,discuss
Fisherman lands 19 STONE catfish which could be biggest in world to be hooked,1183,unrelated
Second person rushed to hospital with Ebola symptoms after contact with 'patient zero' Thomas Duncan,1933,unrelated
Fears Islamic State could launch EBOLA attack on Britain after fighters 'contract virus',1506,discuss
Batmobile Stolen From 'Batman V Superman: Dawn Of Justice' Set? Report Claims That One Of The Batmobile Models Is Missing! Detroit Locals Responsible?,917,discuss
American hostage killed in rescue attempt in Yemen - senior official,1429,unrelated
Meet The College Student Who Claims She Was The ‘Teletubbies’ Sun Baby,1331,unrelated
Lebanon 'holding IS leader's daughter and ex-wife',1737,unrelated
Low-level marijuana possession could soon land you a ticket instead of arrest in New York City,1732,discuss
Continuing Violence Puts Boko Haram Ceasefire In Jeopardy,800,unrelated
Mohammed Emwazi: Man identified as Isis killer 'Jihadi John' was 'stopped by MI5' while on safari holiday in Africa in 2010,1724,discuss
Officials shoot down congressman's claims ISIS terrorists are running across US-Mexico border,213,unrelated
Teacher sex tape exposed as a FAKE after internet detectives trace the origin of pornographic clip,1357,unrelated
Isis claims to behead US journalist,1251,unrelated
Pants on Fire: Duncan Hunter makes unconfirmed claim Border Patrol caught at least 10 ISIS fighters,2296,unrelated
Batmobile Rumored To Have Been Stolen From Batman V. Superman: Dawn Of Justice Set,1807,unrelated
Amazon to Open First Brick-and-Mortar Site,428,unrelated
ISIS fighters ‘have contracted Ebola’,1291,unrelated
Media reports identify Londoner as Islamic State's ‘Jihadi John’,2033,unrelated
ISIS Fighters Getting Caught Coming Across the U.S.-Mexican Border?,213,unrelated
Guantanamo detainee who was swapped in prisoner deal for Bowe Bergdahl 'tried to rejoin 'Al Qaeda',2236,discuss
More than 200 kidnapped Nigerian girls to be released after deal reached with Boko Haram,125,unrelated
Video shows ISIL beheading of photojournalist James Foley,1295,unrelated
The Unluckiest Man In The World Set His College On Fire With A Fireworks Marriage Proposal,669,discuss
Rumor Robert Plant Ripped Up $800 Million Contract To Reunite Led Zeppelin Called 'Rubbish',2476,unrelated
Meteorite Leaves House-Sized Crater in Nicaragua’s Capital,1744,unrelated
Macaulay Culkin Dead: Actor Once Again Victim Of Death Hoax,1293,unrelated
U.S. airstrike kills Islamic Al Shabab terrorist leader in Somalia,1869,unrelated
Nigeria says ceasefire agreed with Boko Haram,955,discuss
Nun gives birth to surprise baby after complaining of stomach pains,433,discuss
ISIS executioner 'Jihadi John' identified as Mohammed Emwazi,562,unrelated
Has a woman aborted her baby because it's a boy?,2014,discuss
Govt fires employee who skipped work for 24 years,217,unrelated
Homeless man who received a meal and hotel stay after spending $100 donation on food for friends insists it was NOT a hoax – despite new witness insisting there was no way he could have been secretly filmed,1971,discuss
Two GOP Congressmen Say Suspected Terrorists Caught Crossing U.S.–Mexico Border,1498,unrelated
The “Flood Libel” Propagandists of 2015,1967,discuss
ISIS fighters seize weapons airdrop meant for Kurds,1010,discuss
Anna Wintour 'refuses to work at new World Trade Center Vogue office due to rat infestation',1619,discuss
The Story Of The High School Trader Who Made $72 Million Is A Rumor Spun Out Of Control,1987,discuss
Wife Of ISIS Leader Abu Bakr al-Baghdadi Detained In Lebanon,1267,discuss
Chinese parents try to SELL their son to pay for medical treatment for his sick twin sister,694,unrelated
Apple Watch Smartwatch to Ship 15 Million Units Worldwide in 2015,1556,unrelated
Michael Brown shooting audio caught on tape?,2434,discuss
James Foley remembered as 'brave and tireless' journalist,2047,discuss
Has Ebola infected Isis militants in Mosul?,1631,unrelated
Watch: ISIS Claims to Have Captured U.S. Airdropped Weapons,2336,unrelated
‘The cub of Baghdadi': ISIS reports its youngest jihadist ‘got martyred’ in battle,1179,discuss
This Kid Made $72 Million During Lunch,1693,unrelated
Christian Bale Pulls Out of Upcoming Steve Jobs Biopic,2097,unrelated
Boko Haram denies it has agreed ceasefire,40,unrelated
Seth Rogen to play Woz in Jobs biopic,1560,unrelated
Amazon is about to open its first-ever physical store in New York City,428,unrelated
Audio recording of Michael Brown being gunned down WAS made at the time he was killed: App company appears to confirm tape of ELEVEN bullets being fired - including final volley of 'kill shots',472,unrelated
Led Zeppelin’s Robert Plant ripped up a $924 million reunion contract,1572,unrelated
Aaron Sorkin Confirms Christian Bale Will Play Steve Jobs,1854,unrelated
Isis claims to behead US journalist,1627,unrelated
Man who SLAPS people if they sneeze in public being hunted by police,1210,unrelated
Is Kim Jong Un's sister Kim Yo Jong in charge?,1029,unrelated
HBO in talks with Apple to be launch partner for coming web service 'HBO Now',227,unrelated
400 men cut their testicles off believing it would help them meet God,648,unrelated
Tropical spider burrows under man's skin through scar,2293,discuss
Islamic State claims it executed American photojournalist James Foley,826,unrelated
ISIS fighters seize weapons airdrop meant for Kurds,1648,unrelated
Police find mass graves with at least '15 bodies' near Mexico town where 43 students disappeared after police clash,61,unrelated
Vogue’s Shiny New Office Has a Big Rat Problem,964,unrelated
Video messaging service verifies timing of CNN audio recording,908,unrelated
More than 200 kidnapped Nigerian girls to be released after deal reached with Boko Haram,402,unrelated
Someone Trolled Twitter Into Thinking Macklemore Joined ISIS,972,unrelated
Pentagon: ISIS seized materials airdropped to Kurds,2141,unrelated
Texas plumber's truck on front line of Syria war,2520,unrelated
Islamic State 'training pilots to fly fighter jets',487,unrelated
Seth Rogen to Play Apple’s Steve Wozniak,851,discuss
Questions raised over Nicaragua 'meteorite',966,discuss
Meteorite Leaves House-Sized Crater in Nicaragua’s Capital,2307,unrelated
Report: Nearly a Dozen Commercial Airliners Missing Ahead of 9/11 Anniversary After Islamists Overrun Libyan Airport,1588,unrelated
ISIS militants appear to behead abducted American journalist James Wright Foley in graphic video,874,unrelated
Islamic Militants Post Video Claiming to Show Beheading of U.S. Journalist,1569,unrelated
Woman Stays In KFC For A Week To Get Over Her Break-Up,1791,unrelated
An Audio Recording of the Michael Brown Shooting Has Reportedly Surfaced,844,unrelated
Samsung is reportedly making a secret new chip in the Apple Watch,1835,unrelated
WHO investigates media reports ISIS fighters contracted Ebola,1004,unrelated
Pumpkin Spice condoms? Don't fall for this hoax.,788,unrelated
Oscar winner Christian Bale to play Steve Jobs in upcoming biopic,35,unrelated
Spider Burrows Into Australian Man's Appendix Scar (VIDEO),2175,unrelated
Nun who gave birth ‘had no idea’ she was pregnant,1891,unrelated
Boko Haram denies truce to release kidnapped schoolgirls,2403,discuss
Experts: More facts needed on purported audio recording of Michael Brown shooting,2020,unrelated
ISIS fighters 'have contracted Ebola': World Health Organisation investigating reports militants showed up at Iraqi hospital with lethal disease,2299,unrelated
Pure Evil: Islamic State Beheads American Journalist James Wright Foley,139,unrelated
#RIPFidel fuels false rumors of Cuban leader's death after another Fidel Castro dies,545,unrelated
MACAULAY CULKIN IS THE LATEST VICTIM OF A CELEBRITY DEATH HOAX — AND THESE 9 STARS KNOW EXACTLY HOW HE FEELS!,690,unrelated
Now the Vogue Rats Are Chewing Through Couture,1968,unrelated
Report: 4 ISIS Terrorists Caught at Southern Border in 36 Hrs,2261,discuss
Actor has his testicles stolen after meeting ‘young blonde woman at a bar’,1258,unrelated
US officials: Video shows American's execution,1720,unrelated
Reports say North Korea's Kim insists on being the only Jong Un,816,unrelated
Christian Bale in Talks to Play Steve Jobs in Danny Boyle's Biopic,2389,unrelated
North Korea denies reports Kim Jong-un is to open state-backed restaurant in Scotland,1361,unrelated
Saudi fatwa banning snowmen triggers heated debate,1826,unrelated
Teen Makes $72 Million on the Stock Market,313,unrelated
Michael Brown shooting audio caught on tape?,1786,unrelated
Man has his PENIS cut off by angry mob after 'attempted rape' of teenager,1223,unrelated
Scorned wife leaves love-rat husband and twin sister NAKED in car park,718,unrelated
WATCH: Twitter catches fire amid rumors of Fidel Castro’s death,2506,discuss
NYC High School Student Nicknamed ‘Teen Wolf’ Made $72 Million On Stock Market,409,unrelated
An audio recording of the Michael Brown shooting has reportedly surfaced,958,unrelated
Canadian-Israeli Woman Says She Hasn’t Been Captured By ISIS,2520,unrelated
Confusion Surrounds Capture Of “ISIS Leader’s Wife”,2155,discuss
‘Evil straight from the pits of hell': American journalist James Foley reportedly beheaded by ISIS,7,unrelated
Ferguson riots: audio may have captured Michael Brown shooting,132,unrelated
Boko Haram Denies Nigeria Cease-Fire Claim,2403,discuss
Ebola Frisco 2014: Patient Shows Virus Symptoms After Apparent Thomas Eric Duncan Contact,1541,unrelated
Mexican investigators fear mass grave might hold 43 missing students,1740,unrelated
India Rape Crisis Sees Mob Castrate Alleged Sex Attacker in Shocking Scenes,2106,unrelated
Christian Bale will not play Steve Jobs,296,unrelated
Reports: Boko Haram may release schoolgirls as part of deal,171,unrelated
This College Student Claims She Was The 'Teletubbies' Sun Baby,2371,discuss
This Is What The Sun Baby From ‘Teletubbies’ Looks Like Now,1832,unrelated
'The youngest martyr - the cub of al-Baghdadi': ISIS boasts a 10-year-old fighter has been killed as he went into battle with his father in Syria,2523,unrelated
Meteorite leaves crater in Nicaraguan capital Managua,1744,unrelated
Ottawa shooting: Sergeant-at-arms Kevin Vickers hailed a hero for shooting rampaging gunman,1631,discuss
Soldier shot near Canadian parliament building,7,unrelated
'There is no limit to their depravity' Islamic State FEED mother her own SON,225,unrelated
Report: Christian Bale Just Bailed on the Steve Jobs Movie,1131,discuss
Insurgents killed in Nigeria despite alleged truce with Boko Haram,1761,discuss
‘Evil straight from the pits of hell': American journalist James Foley reportedly beheaded by ISIS,11,unrelated
Report: Christian Bale Drops Out Of Steve Jobs Biopic,137,unrelated
Audio recording of Michael Brown being gunned down WAS made at the time he was killed: App company appears to confirm tape of ELEVEN bullets being fired - including final volley of 'kill shots',900,unrelated
Not coming to a store near you: The pumpkin spice condom,1891,unrelated
ISIS Leader Killed: Abu Bakr Al-Baghdadi Reportedly Killed By U.S. Airstrike,518,unrelated
Nicaragua asks U.S. for help investigating meteorite crater,1795,unrelated
Boy who suffered powerful electric shock claims he now has 'superpowers' like X-Men's Magneto as metal objects stick to him,2415,discuss
Meteor Leaves 40-Foot Crater Near Managua's Airport,724,unrelated
Robert Plant ripped up $800M Led Zeppelin reunion contract,1790,unrelated
Report: 4 ISIS Terrorists Caught at Southern Border in 36 Hrs,1498,unrelated
Nicaragua asks U.S. for help investigating meteorite crater,1744,unrelated
Moment Michael Brown was shot dead 'caught on audio recording': FBI handed potentially damning tape of ELEVEN shots being fired - including final volley of 'kill shots',1435,unrelated
Apple Users Add Hairgate to iPhone 6 Problems,513,unrelated
UPDATE: Internet report of Ebola outbreak in Purdon not true,241,unrelated
Matt Taibbi takes a leave of absence from First Look Media,82,unrelated
Conde Nast's rat problem at One World Trade Centre: From red carpets to rodent droppings,754,unrelated
Has North Korean dictator Kim Jong-un been replaced by his sister?,195,unrelated
Predator Drone Reportedly Spotted Over ISIS Hotbed in Syria; Airstrikes Hit ISIS Targets,35,unrelated
Mexico Says Students Not Among Dead in Mass Grave,1351,unrelated
A viral photo in China shows how to manipulate App Store rankings the hard way,796,unrelated
Low-level marijuana possession could soon land you a ticket instead of arrest in New York City,1192,unrelated
New ISIS Video Shows Militants Seizing Weapons Airdropped By US Near Kobani,2448,unrelated
Isilkulskom student has gained superhero powers after shock,1372,unrelated
Has Kim Yo-Jong Taken Over For Kim Jong Un? Sister Assumes North Korea State Duties While Brother Undergoes Medical Treatment,687,unrelated
[UPDATED] 11 Men and 0 Women on Tonight's ESPN Domestic Violence Panel,1210,unrelated
IRAQI HEALTH OFFICIAL: EBOLA HAS KILLED 5 ISIS FIGHTERS,2180,discuss
KIM JONG-UN NECKS SNAKE WINE FOR VIRILITY,2018,discuss
Matt Taibbi Disappears From Omidyar’s First Look Media,1337,unrelated
Could Kim Jong Un open a restaurant in Scotland?,1336,unrelated
Government fires employee who skipped work for 24 years,72,unrelated
British-born rapper is main suspect in search for ISIS jihadist who beheaded James Foley,125,unrelated
Missing Planes,562,unrelated
Was Heart-Tugging Viral Video Of Generous Homeless Man All A Hoax?,344,unrelated
Nigeria and Boko Haram 'agree ceasefire and girls' release',2192,unrelated
Ottawa Shooting: Soldier Shot at Canada's National War Memorial,2192,unrelated
Guru who ordered 400 followers to be castrated 'so they could be closer to God' is investigated for grievous bodily harm in India,1301,unrelated
